timestamp,station_id,temperature_c,humidity_pct,precipitation_mm,wind_speed_kmh,visibility_km,weather_type,air_quality_index,uv_index,pressure_hpa
2024-01-01 06:00:00,WS-09,29.1,89.2,-0.3,4.4,12.8,Berawan,122,5.9,1015.6
2024-01-01 06:00:00,WS-10,28.0,89.6,0.6,6.1,13.0,Berawan,119,5.9,1017.0
2024-01-01 07:00:00,WS-01,29.2,94.8,12.2,7.0,1.4,Hujan Sedang,128,0.2,1016.9
2024-01-01 07:00:00,WS-02,28.7,92.2,11.5,5.7,1.3,Hujan Sedang,128,0.2,1016.0
2024-01-01 07:00:00,WS-03,28.3,91.8,13.8,6.7,1.5,Hujan Sedang,126,0.2,1016.4
2024-01-01 07:00:00,WS-04,28.4,94.4,12.9,7.2,1.7,Hujan Sedang,133,0.2,1015.6
2024-01-01 07:00:00,WS-05,28.0,93.8,11.7,4.7,1.5,Hujan Sedang,140,0.2,1016.5
2024-01-01 07:00:00,WS-06,28.8,96.7,13.8,4.6,0.9,Hujan Sedang,140,0.2,1016.2
2024-01-01 07:00:00,WS-07,29.1,92.9,12.8,3.5,1.1,Hujan Sedang,130,0.2,1015.4
2024-01-01 07:00:00,WS-08,29.1,93.7,14.2,5.9,1.1,Hujan Sedang,127,0.2,1016.6
2024-01-01 07:00:00,WS-09,29.4,93.9,14.5,6.3,1.7,Hujan Sedang,133,0.2,1015.5
2024-01-01 07:00:00,WS-10,28.4,97.4,11.5,5.5,1.8,Hujan Sedang,143,0.2,1015.6
2024-01-01 08:00:00,WS-01,30.5,63.8,28.6,19.6,1.0,Badai Petir,92,1.5,1015.4
2024-01-01 08:00:00,WS-02,30.7,62.5,27.8,20.3,1.4,Badai Petir,85,1.5,1016.3
2024-01-01 08:00:00,WS-03,29.7,65.2,27.9,19.2,1.3,Badai Petir,98,1.5,1014.8
2024-01-01 08:00:00,WS-04,29.8,63.2,29.8,19.2,0.8,Badai Petir,82,1.5,1016.4
2024-01-01 08:00:00,WS-05,30.2,62.4,29.2,18.6,0.7,Badai Petir,101,1.5,1015.0
2024-01-01 08:00:00,WS-06,30.9,64.9,28.2,20.2,1.2,Badai Petir,98,1.5,1015.8
2024-01-01 08:00:00,WS-07,31.4,63.0,28.7,18.8,1.1,Badai Petir,95,1.5,1015.9
2024-01-01 08:00:00,WS-08,30.4,61.5,28.3,21.2,1.0,Badai Petir,90,1.5,1016.4
2024-01-01 08:00:00,WS-09,30.7,62.4,29.8,20.9,1.0,Badai Petir,89,1.5,1015.4
2024-01-01 08:00:00,WS-10,30.5,61.5,29.9,20.8,1.4,Badai Petir,100,1.5,1015.0
2024-01-01 09:00:00,WS-01,27.9,59.8,24.2,41.8,3.1,Hujan Lebat,131,5.2,1015.4
2024-01-01 09:00:00,WS-02,27.9,62.7,25.1,42.4,2.9,Hujan Lebat,121,5.2,1015.3
2024-01-01 09:00:00,WS-03,27.1,62.7,25.3,40.2,2.9,Hujan Lebat,128,5.2,1014.7
2024-01-01 09:00:00,WS-04,27.2,62.3,23.4,40.3,2.8,Hujan Lebat,124,5.2,1015.0
2024-01-01 09:00:00,WS-05,28.1,59.2,25.2,38.5,3.0,Hujan Lebat,123,5.2,1015.4
2024-01-01 09:00:00,WS-06,26.8,59.2,24.4,41.0,3.2,Hujan Lebat,121,5.2,1015.6
2024-01-01 09:00:00,WS-07,27.3,61.7,22.7,40.6,3.3,Hujan Lebat,118,5.2,1015.9
2024-01-01 09:00:00,WS-08,28.5,57.9,23.5,39.6,3.6,Hujan Lebat,118,5.2,1015.5
2024-01-01 09:00:00,WS-09,27.2,62.8,24.6,41.1,3.3,Hujan Lebat,130,5.2,1015.3
2024-01-01 09:00:00,WS-10,26.9,58.0,21.9,38.8,3.4,Hujan Lebat,132,5.2,1014.0
2024-01-01 10:00:00,WS-01,26.6,62.6,-0.2,19.9,8.6,Cerah Berawan,144,10.4,1008.8
2024-01-01 10:00:00,WS-02,27.4,63.3,-1.5,19.0,8.8,Cerah Berawan,141,10.4,1009.3
2024-01-01 10:00:00,WS-03,27.1,63.5,-1.7,20.1,7.9,Cerah Berawan,133,10.4,1009.0
2024-01-01 10:00:00,WS-04,26.6,63.1,0.5,18.6,8.2,Cerah Berawan,130,10.4,1008.5
2024-01-01 10:00:00,WS-05,26.8,62.2,-0.2,19.8,8.4,Cerah Berawan,126,10.4,1009.1
2024-01-01 10:00:00,WS-06,26.2,62.0,1.7,19.9,8.6,Cerah Berawan,131,10.4,1008.9
2024-01-01 10:00:00,WS-07,27.3,62.6,2.0,19.8,7.9,Cerah Berawan,131,10.4,1009.7
2024-01-01 10:00:00,WS-08,25.8,62.1,0.2,18.1,8.3,Cerah Berawan,129,10.4,1008.7
2024-01-01 10:00:00,WS-09,26.6,62.7,0.7,18.3,8.1,Cerah Berawan,130,10.4,1008.3
2024-01-01 10:00:00,WS-10,27.2,64.1,-1.8,17.6,7.9,Cerah Berawan,134,10.4,1008.7
2024-01-01 11:00:00,WS-01,23.9,68.5,-0.0,21.2,11.5,Cerah Berawan,35,10.8,1012.2
2024-01-01 11:00:00,WS-02,23.1,68.7,-0.3,18.6,11.3,Cerah Berawan,38,10.8,1011.4
2024-01-01 11:00:00,WS-03,24.6,71.0,1.3,20.4,11.7,Cerah Berawan,37,10.8,1011.6
2024-01-01 11:00:00,WS-04,23.4,67.4,-1.5,20.1,11.4,Cerah Berawan,32,10.8,1012.1
2024-01-01 11:00:00,WS-05,24.3,68.5,-1.8,21.0,11.6,Cerah Berawan,22,10.8,1010.6
2024-01-01 11:00:00,WS-06,23.9,70.7,0.3,20.9,11.3,Cerah Berawan,24,10.8,1011.8
2024-01-01 11:00:00,WS-07,24.4,71.3,-1.9,21.3,11.1,Cerah Berawan,28,10.8,1010.3
2024-01-01 11:00:00,WS-08,24.0,68.5,-1.9,20.5,11.5,Cerah Berawan,29,10.8,1011.1
2024-01-01 11:00:00,WS-09,24.3,67.6,-0.3,18.1,11.8,Cerah Berawan,34,10.8,1011.6
2024-01-01 11:00:00,WS-10,24.3,66.3,1.1,18.2,12.0,Cerah Berawan,36,10.8,1012.0
2024-01-01 12:00:00,WS-01,25.7,72.0,-0.3,23.1,14.2,Cerah Berawan,83,10.1,1015.1
2024-01-01 12:00:00,WS-02,26.8,72.8,-0.2,22.1,14.1,Cerah Berawan,72,10.1,1014.8
2024-01-01 12:00:00,WS-03,25.9,75.5,1.0,25.0,14.3,Cerah Berawan,82,10.1,1015.8
2024-01-01 12:00:00,WS-04,25.7,75.1,-1.8,24.8,14.0,Cerah Berawan,78,10.1,1015.3
2024-01-01 12:00:00,WS-05,26.8,73.2,-0.7,25.1,13.8,Cerah Berawan,88,10.1,1015.2
2024-01-01 12:00:00,WS-06,26.9,73.5,-0.9,22.9,13.5,Cerah Berawan,72,10.1,1015.7
2024-01-01 12:00:00,WS-07,26.2,74.9,1.9,23.4,14.0,Cerah Berawan,88,10.1,1015.9
2024-01-01 12:00:00,WS-08,25.4,71.4,-1.3,23.5,14.3,Cerah Berawan,89,10.1,1015.8
2024-01-01 12:00:00,WS-09,25.8,71.2,-1.9,24.2,13.9,Cerah Berawan,74,10.1,1015.9
2024-01-01 12:00:00,WS-10,26.3,75.9,-0.6,21.2,14.2,Cerah Berawan,79,10.1,1015.9
2024-01-01 13:00:00,WS-01,27.3,94.0,-1.3,20.4,10.7,Berawan,53,1.2,1014.9
2024-01-01 13:00:00,WS-02,27.2,93.0,1.0,19.7,10.0,Berawan,45,1.2,1015.8
2024-01-01 13:00:00,WS-03,26.1,93.4,1.3,19.5,10.8,Berawan,51,1.2,1015.8
2024-01-01 13:00:00,WS-04,27.4,90.5,0.6,21.9,10.6,Berawan,55,1.2,1015.2
2024-01-01 13:00:00,WS-05,27.2,92.2,0.1,20.4,9.9,Berawan,58,1.2,1016.7
2024-01-01 13:00:00,WS-06,27.3,89.3,-0.5,20.9,10.0,Berawan,57,1.2,1015.2
2024-01-01 13:00:00,WS-07,27.9,88.7,1.6,18.2,10.7,Berawan,38,1.2,1015.2
2024-01-01 13:00:00,WS-08,27.7,90.3,0.4,18.8,10.3,Berawan,51,1.2,1016.7
2024-01-01 13:00:00,WS-09,27.9,89.7,1.5,20.6,10.1,Berawan,51,1.2,1015.1
2024-01-01 13:00:00,WS-10,26.9,90.8,-0.5,19.4,10.1,Berawan,58,1.2,1016.3
2024-01-01 14:00:00,WS-01,23.7,61.3,0.1,13.5,7.5,Cerah Berawan,104,7.1,1018.0
2024-01-01 14:00:00,WS-02,24.3,60.6,-0.9,13.6,7.9,Cerah Berawan,95,7.1,1017.4
2024-01-01 14:00:00,WS-03,23.7,64.1,2.0,13.1,8.1,Cerah Berawan,96,7.1,1016.8
2024-01-01 14:00:00,WS-04,25.1,59.6,-1.4,14.1,8.0,Cerah Berawan,95,7.1,1016.7
2024-01-01 14:00:00,WS-05,24.4,62.3,-0.2,15.5,8.2,Cerah Berawan,88,7.1,1018.0
2024-01-01 14:00:00,WS-06,24.3,63.2,0.6,13.0,7.9,Cerah Berawan,103,7.1,1016.4
2024-01-01 14:00:00,WS-07,24.3,61.5,0.7,13.9,8.2,Cerah Berawan,101,7.1,1017.5
2024-01-01 14:00:00,WS-08,24.4,63.8,-1.9,13.4,7.9,Cerah Berawan,90,7.1,1016.2
2024-01-01 14:00:00,WS-09,24.9,61.3,0.0,16.9,7.5,Cerah Berawan,106,7.1,1017.1
2024-01-01 14:00:00,WS-10,24.0,61.7,-1.0,14.9,7.9,Cerah Berawan,105,7.1,1016.8
2024-01-01 15:00:00,WS-01,25.8,59.8,15.5,22.0,1.5,Hujan Sedang,115,6.1,1015.0
2024-01-01 15:00:00,WS-02,24.4,60.3,16.2,24.6,1.6,Hujan Sedang,128,6.1,1015.2
2024-01-01 15:00:00,WS-03,25.0,62.3,14.3,23.4,1.5,Hujan Sedang,123,6.1,1014.8
2024-01-01 15:00:00,WS-04,25.6,61.9,14.4,21.6,1.2,Hujan Sedang,113,6.1,1014.9
2024-01-01 15:00:00,WS-05,25.1,60.0,13.9,24.7,1.1,Hujan Sedang,123,6.1,1015.6
2024-01-01 15:00:00,WS-06,23.9,62.8,13.7,22.1,0.8,Hujan Sedang,119,6.1,1016.2
2024-01-01 15:00:00,WS-07,25.2,60.4,16.4,22.1,0.8,Hujan Sedang,110,6.1,1015.1
2024-01-01 15:00:00,WS-08,25.0,58.4,15.7,22.0,1.2,Hujan Sedang,109,6.1,1014.3
2024-01-01 15:00:00,WS-09,25.3,58.3,16.1,22.7,0.8,Hujan Sedang,128,6.1,1016.1
2024-01-01 15:00:00,WS-10,24.4,60.2,14.5,22.1,1.0,Hujan Sedang,114,6.1,1015.3
2024-01-01 16:00:00,WS-01,24.2,86.4,12.4,10.9,3.5,Hujan Sedang,77,2.6,1011.0
2024-01-01 16:00:00,WS-02,23.9,86.2,12.9,14.7,3.6,Hujan Sedang,75,2.6,1011.1
2024-01-01 16:00:00,WS-03,24.8,89.7,13.0,11.6,3.8,Hujan Sedang,80,2.6,1011.4
2024-01-01 16:00:00,WS-04,25.6,84.5,13.0,12.8,3.6,Hujan Sedang,83,2.6,1010.9
2024-01-01 16:00:00,WS-05,24.3,85.8,12.5,11.3,3.6,Hujan Sedang,74,2.6,1011.5
2024-01-01 16:00:00,WS-06,24.6,85.7,13.0,13.0,3.7,Hujan Sedang,82,2.6,1011.6
2024-01-01 16:00:00,WS-07,24.9,88.4,9.8,11.2,3.3,Hujan Sedang,86,2.6,1012.3
2024-01-01 16:00:00,WS-08,25.5,84.8,11.4,14.4,3.3,Hujan Sedang,84,2.6,1012.2
2024-01-01 16:00:00,WS-09,24.2,84.0,9.6,12.5,3.5,Hujan Sedang,81,2.6,1011.4
2024-01-01 16:00:00,WS-10,24.4,87.1,13.3,13.0,3.4,Hujan Sedang,76,2.6,1012.2
2024-01-01 17:00:00,WS-01,23.0,87.0,1.8,9.0,9.2,Berawan,37,9.3,1013.2
2024-01-01 17:00:00,WS-02,23.8,86.9,-0.1,10.5,9.4,Berawan,30,9.3,1012.1
2024-01-01 17:00:00,WS-03,24.0,86.4,-0.6,10.4,8.9,Berawan,33,9.3,1012.8
2024-01-01 17:00:00,WS-04,23.1,86.5,-1.2,9.3,9.6,Berawan,44,9.3,1012.8
2024-01-01 17:00:00,WS-05,23.4,88.8,1.8,8.3,9.0,Berawan,28,9.3,1012.9
2024-01-01 17:00:00,WS-06,23.4,86.8,-1.4,10.3,8.8,Berawan,40,9.3,1012.4
2024-01-01 17:00:00,WS-07,22.9,88.3,-1.3,8.3,9.4,Berawan,38,9.3,1011.8
2024-01-01 17:00:00,WS-08,23.8,86.5,1.2,11.4,9.1,Berawan,45,9.3,1012.0
2024-01-01 17:00:00,WS-09,24.2,88.2,1.7,8.7,9.1,Berawan,36,9.3,1012.5
2024-01-01 17:00:00,WS-10,23.8,89.1,0.3,11.0,8.9,Berawan,27,9.3,1012.5
2024-01-01 18:00:00,WS-01,25.9,91.1,27.6,18.6,0.8,Badai Petir,97,0,1010.0
2024-01-01 18:00:00,WS-02,26.0,85.9,28.7,16.5,0.9,Badai Petir,94,0,1009.7
2024-01-01 18:00:00,WS-03,27.2,87.5,27.6,16.2,0.5,Badai Petir,84,0,1009.4
2024-01-01 18:00:00,WS-04,27.7,87.0,26.7,16.2,1.1,Badai Petir,85,0,1010.8
2024-01-01 18:00:00,WS-05,27.5,89.0,25.0,18.6,0.7,Badai Petir,93,0,1010.0
2024-01-01 18:00:00,WS-06,27.3,89.4,26.4,18.1,1.2,Badai Petir,100,0,1011.0
2024-01-01 18:00:00,WS-07,26.8,88.5,28.8,15.8,1.3,Badai Petir,88,0,1010.1
2024-01-01 18:00:00,WS-08,26.2,90.3,27.7,16.0,0.9,Badai Petir,84,0,1010.7
2024-01-01 18:00:00,WS-09,27.4,86.8,26.3,16.7,0.9,Badai Petir,102,0,1009.5
2024-01-01 18:00:00,WS-10,26.0,88.7,28.1,15.7,0.6,Badai Petir,90,0,1009.5
2024-01-01 19:00:00,WS-01,27.5,70.6,19.1,25.6,1.9,Hujan Sedang,129,0,1009.3
2024-01-01 19:00:00,WS-02,26.8,70.8,18.6,25.1,2.7,Hujan Sedang,128,0,1009.4
2024-01-01 19:00:00,WS-03,26.0,70.6,18.1,24.5,2.1,Hujan Sedang,141,0,1008.5
2024-01-01 19:00:00,WS-04,27.3,72.7,17.1,24.1,2.3,Hujan Sedang,133,0,1009.3
2024-01-01 19:00:00,WS-05,26.4,72.1,15.3,24.2,2.5,Hujan Sedang,147,0,1009.3
2024-01-01 19:00:00,WS-06,25.7,69.3,17.7,23.6,1.9,Hujan Sedang,145,0,1009.6
2024-01-01 19:00:00,WS-07,27.4,73.6,16.0,25.8,2.3,Hujan Sedang,130,0,1009.7
2024-01-01 19:00:00,WS-08,25.6,72.7,17.2,26.5,2.7,Hujan Sedang,131,0,1009.2
2024-01-01 19:00:00,WS-09,27.1,70.3,17.7,23.9,1.9,Hujan Sedang,139,0,1009.8
2024-01-01 19:00:00,WS-10,27.3,71.9,16.9,24.8,2.6,Hujan Sedang,143,0,1009.7
2024-01-01 20:00:00,WS-01,25.7,90.9,1.0,20.4,14.9,Berawan,111,0,1012.5
2024-01-01 20:00:00,WS-02,26.0,87.9,-1.7,20.8,14.6,Berawan,106,0,1014.0
2024-01-01 20:00:00,WS-03,26.3,90.8,-0.8,19.9,15.0,Berawan,109,0,1013.0
2024-01-01 20:00:00,WS-04,26.7,87.6,0.6,20.0,14.9,Berawan,114,0,1013.6
2024-01-01 20:00:00,WS-05,25.0,88.2,1.8,22.5,14.8,Berawan,108,0,1014.0
2024-01-01 20:00:00,WS-06,25.6,89.0,0.1,21.9,14.6,Berawan,105,0,1013.1
2024-01-01 20:00:00,WS-07,26.4,87.9,1.4,19.8,14.5,Berawan,108,0,1013.4
2024-01-01 20:00:00,WS-08,26.6,88.9,-1.8,21.9,14.3,Berawan,114,0,1014.0
2024-01-01 20:00:00,WS-09,26.1,87.6,-1.5,21.5,14.4,Berawan,111,0,1012.2
2024-01-01 20:00:00,WS-10,26.7,89.6,-0.3,20.3,14.8,Berawan,100,0,1012.8
2024-01-01 21:00:00,WS-01,26.4,83.9,-0.5,23.6,11.5,Berawan,36,0,1016.3
2024-01-01 21:00:00,WS-02,26.3,82.1,0.5,25.3,11.8,Berawan,38,0,1015.6
2024-01-01 21:00:00,WS-03,26.4,83.5,1.2,23.6,11.4,Berawan,38,0,1015.0
2024-01-01 21:00:00,WS-04,26.0,83.7,1.2,25.2,11.1,Berawan,50,0,1015.1
2024-01-01 21:00:00,WS-05,27.4,85.8,-1.8,24.5,11.6,Berawan,46,0,1015.4
2024-01-01 21:00:00,WS-06,26.6,84.8,0.3,25.1,11.4,Berawan,51,0,1016.5
2024-01-01 21:00:00,WS-07,27.4,85.3,-0.3,24.3,11.5,Berawan,53,0,1016.2
2024-01-01 21:00:00,WS-08,26.1,85.5,-1.6,24.4,11.3,Berawan,42,0,1016.6
2024-01-01 21:00:00,WS-09,27.1,84.2,1.3,25.0,11.2,Berawan,43,0,1015.8
2024-01-01 21:00:00,WS-10,27.2,84.0,-1.0,25.7,11.8,Berawan,40,0,1016.1
2024-01-01 22:00:00,WS-01,27.1,86.1,-0.5,23.1,8.5,Berawan,50,0,1009.0
2024-01-01 22:00:00,WS-02,26.7,86.5,-0.8,24.6,7.8,Berawan,38,0,1009.0
2024-01-01 22:00:00,WS-03,27.1,85.6,1.3,22.5,8.4,Berawan,49,0,1009.0
2024-01-01 22:00:00,WS-04,27.9,84.7,-0.1,24.9,8.4,Berawan,43,0,1009.9
2024-01-01 22:00:00,WS-05,28.0,85.9,1.3,24.9,7.9,Berawan,45,0,1009.2
2024-01-01 22:00:00,WS-06,27.4,89.8,0.5,25.3,7.8,Berawan,43,0,1009.5
2024-01-01 22:00:00,WS-07,27.6,89.6,-1.0,24.7,7.9,Berawan,36,0,1009.0
2024-01-01 22:00:00,WS-08,28.6,89.5,-1.1,25.3,8.5,Berawan,36,0,1010.8
2024-01-01 22:00:00,WS-09,28.2,86.3,-1.1,22.5,8.4,Berawan,47,0,1009.8
2024-01-01 22:00:00,WS-10,27.4,86.0,1.7,24.4,8.6,Berawan,34,0,1009.0
2024-01-01 23:00:00,WS-01,25.2,76.8,-0.9,3.9,3.6,Hujan Ringan,87,0,1013.2
2024-01-01 23:00:00,WS-02,26.3,77.5,-0.8,6.7,3.6,Hujan Ringan,90,0,1012.7
2024-01-01 23:00:00,WS-03,26.3,80.1,1.5,5.0,3.3,Hujan Ringan,76,0,1012.6
2024-01-01 23:00:00,WS-04,26.8,75.8,-1.2,6.4,4.1,Hujan Ringan,86,0,1012.0
2024-01-01 23:00:00,WS-05,25.6,77.3,1.4,4.1,4.3,Hujan Ringan,92,0,1012.1
2024-01-01 23:00:00,WS-06,25.8,77.3,0.4,6.7,3.7,Hujan Ringan,79,0,1012.4
2024-01-01 23:00:00,WS-07,26.0,75.1,0.3,3.4,3.3,Hujan Ringan,80,0,1013.5
2024-01-01 23:00:00,WS-08,25.6,75.1,-1.3,4.3,3.8,Hujan Ringan,73,0,1012.8
2024-01-01 23:00:00,WS-09,26.2,76.3,1.6,4.2,3.4,Hujan Ringan,80,0,1013.5
2024-01-01 23:00:00,WS-10,26.4,78.2,0.9,3.7,3.9,Hujan Ringan,80,0,1012.7
2024-01-02 00:00:00,WS-01,23.3,65.7,12.0,11.7,3.4,Hujan Sedang,72,0,1012.8
2024-01-02 00:00:00,WS-02,23.1,63.5,14.2,14.2,3.2,Hujan Sedang,68,0,1013.1
2024-01-02 00:00:00,WS-03,22.6,66.0,13.5,13.9,3.7,Hujan Sedang,82,0,1013.5
2024-01-02 00:00:00,WS-04,23.8,68.5,15.6,13.2,3.3,Hujan Sedang,75,0,1012.5
2024-01-02 00:00:00,WS-05,23.4,65.6,14.4,12.3,3.5,Hujan Sedang,83,0,1013.6
2024-01-02 00:00:00,WS-06,24.4,68.6,12.0,15.0,3.2,Hujan Sedang,76,0,1013.1
2024-01-02 00:00:00,WS-07,23.7,64.8,14.3,12.1,3.8,Hujan Sedang,69,0,1012.3
2024-01-02 00:00:00,WS-08,23.8,63.9,13.3,14.8,3.4,Hujan Sedang,70,0,1013.3
