Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Traffic_Light_State,Weather_Condition,Accident_Report,Sentiment_Score,Ride_Sharing_Demand,Parking_Availability,Emission_Levels_g_km,Energy_Consumption_L_h,Traffic_Condition,hour,day_of_week,is_weekend,is_rush_hour
17,71.09147217572958,78.95197163446714,2,0,0,0.1908277492646515,91,2,234.09635550389484,20.24696728592339,medium,2,4,0,0
80,47.49605859316661,63.05449092372216,1,0,0,-0.5591570107296344,42,27,351.9970574018992,16.222708241505984,medium,2,4,0,0
231,26.915595300879552,24.62641256418302,2,3,0,-0.2481712155713014,90,37,377.44668681276335,29.47099974497721,high,2,4,0,0
175,74.60523206298218,92.46344883603,1,0,0,-0.0133839386493355,68,21,101.38611454932744,9.823282793638544,high,2,4,0,0
188,15.567148469930748,54.77980321069173,0,1,0,0.2526972102179952,33,48,369.7603454664389,28.732898162954257,high,2,4,0,0
167,48.58248889932586,39.12002346933019,0,3,0,0.7879892389354362,79,23,300.3471900525193,17.971927208222596,medium,2,4,0,0
91,77.62586240471275,39.72487960283732,2,3,0,6.6979644495202e-06,71,13,242.87191747209764,15.704331724906908,low,2,4,0,0
232,31.17867378139349,92.06030033344884,0,1,0,-0.2525482774076462,92,26,442.5890997999306,29.062142723413142,high,2,4,0,0
218,54.07900288400693,52.49588573785195,1,1,0,-0.6501268299231739,71,7,179.6482813525277,5.926474070098918,high,2,4,0,0
178,45.1138083631014,40.98205381654071,1,0,0,0.4976100687980986,87,8,103.7934778809011,22.51005713337237,medium,2,4,0,0
184,55.88293041200885,39.04751330746949,2,1,0,-0.5360622080462965,80,1,151.10462846324134,27.42719042114565,medium,2,4,0,0
57,78.34660844722822,10.343836706850992,1,2,1,0.3869527196914277,65,34,427.3933685083768,11.74513768817812,high,2,4,0,0
52,72.67421356190098,82.63390703511475,0,2,0,0.7093411006019192,40,48,131.18073333454146,21.297498144452423,high,3,4,0,0
167,25.97242404909632,73.0927863433374,0,1,0,-0.5762364848206956,73,11,362.1701082855061,14.64284588641446,medium,3,4,0,0
197,75.04964465908137,80.57636222919484,0,2,0,0.0713651323289301,17,33,144.469010052026,6.467794258638594,high,3,4,0,0
120,28.45428068369029,88.91625854493435,1,2,1,-0.12026269994859,73,41,388.6328015995484,17.314707524943053,high,3,4,0,0
100,27.5204732653235,65.0461003723046,1,1,0,-0.4469900480251843,3,25,72.31613698129841,16.948276343160508,medium,3,4,0,0
287,52.86087348008984,36.13426324812147,0,2,0,-0.5450682248436705,90,25,100.60884505356618,21.22748639245944,high,3,4,0,0
69,38.21844785174002,74.93906729152008,0,2,0,-0.9205966498656432,2,9,397.9887354667196,16.98513902146859,medium,3,4,0,0
145,41.96284794497191,39.80280635029857,2,3,0,-0.5471756670295298,3,34,204.13901968689623,22.394187139386464,medium,3,4,0,0
284,7.029178890541983,98.42862842720132,0,3,0,-0.9866476533532108,43,27,68.99947647592748,29.37110103011153,high,3,4,0,0
79,60.28169792627553,40.184704954994814,1,2,0,-0.2196382296939711,3,37,213.24818443865044,9.85446506294578,low,3,4,0,0
11,9.319160749520844,22.47702105867736,0,1,0,0.4612918124683303,99,44,235.92703078060367,20.10842521558271,high,3,4,0,0
271,23.190552504015525,45.034081468371255,0,3,1,0.6718498809079942,1,40,245.08622861703347,21.33977152794857,high,3,4,0,0
225,73.80382207885744,49.80791603476349,1,3,0,0.5561346598810424,10,9,158.78453447625284,20.101910588982427,high,4,4,0,0
280,41.0712666490924,96.41704433896126,1,0,0,0.0372163703607444,44,47,497.50633672089344,18.62749970365749,high,4,4,0,0
46,41.35789622022762,13.839692307105942,2,3,0,0.0493435532945747,58,20,316.1279239393985,15.482285113965355,low,4,4,0,0
73,52.21648822344631,83.16622838296281,2,1,0,0.5175470843898515,88,0,494.7243931868538,16.626551561121747,high,4,4,0,0
144,45.6098953431605,47.9161781837563,0,3,0,0.789262135207371,46,49,412.43526497776287,8.938115763058875,medium,4,4,0,0
26,57.46718726223782,13.728001546595104,0,3,0,-0.3129544798065804,33,9,309.9899122081785,5.260934678882574,low,4,4,0,0
299,16.81106266575573,64.80429861209922,0,1,0,-0.1510213586019182,49,20,285.05238479526884,9.860471379386835,high,4,4,0,0
154,22.818286277297425,50.716088017467264,2,3,0,-0.8060828099165109,87,11,293.1259911839219,20.93252929375821,medium,4,4,0,0
151,42.13486623161436,68.15273982778378,2,3,0,-0.2887040237938754,79,49,102.92207184359724,14.066453810758611,medium,4,4,0,0
150,43.632900434981096,13.381769109148305,0,0,0,0.7732679229884583,1,30,414.1457229742099,6.8134472095494925,medium,4,4,0,0
224,44.02835099746424,56.79673116022704,0,0,0,-0.6701621670944911,23,30,390.0010884824383,19.924865076539245,high,4,4,0,0
293,32.2650409833992,92.77027574037837,0,3,1,-0.939420733352309,64,0,162.5534163690799,18.59836662700441,high,4,4,0,0
57,20.330510726738027,28.89163122998877,2,0,0,0.2731662510843942,35,43,330.6898963668321,20.56406796291691,medium,5,4,0,0
286,51.55835982917331,99.64162215486093,0,3,0,-0.6258694423309457,34,21,419.4787779010824,21.02857743269327,high,5,4,0,0
73,5.235374417868684,93.55531179975526,0,1,0,0.0624303196936173,99,22,189.91532775001093,11.989570745690468,high,5,4,0,0
14,18.70803741213166,42.96812517690884,2,3,1,-0.8008142499141737,11,27,243.71706940037825,21.627124423806887,high,5,4,0,0
265,24.33924682493923,83.91090395688519,2,3,0,-0.9375404170263136,88,1,448.80392159091,7.424504353870416,high,5,4,0,0
56,65.82208947578665,80.97585857974069,0,0,0,0.3304622027070543,64,5,499.6357758161299,29.807229980031988,high,5,4,0,0
144,40.82501541871341,46.33998563123546,0,1,0,-0.2214198038537138,62,3,325.45454744496004,19.13591765536924,medium,5,4,0,0
115,16.839692438276156,93.73114037263396,0,3,0,0.8600552699642059,23,6,68.86910368114084,5.314665558368691,high,5,4,0,0
11,44.26966120843294,62.258861054791495,0,1,0,0.7924003535653457,94,5,128.41737681900975,9.404095573624724,medium,5,4,0,0
234,43.86167334021748,98.6140278342933,1,1,0,0.5673520388654962,92,24,170.10342995350248,14.901411174617824,high,5,4,0,0
246,12.333480518893056,92.514586669118,1,1,0,0.3337468638717138,8,26,242.97568595240017,6.605812060858347,high,5,4,0,0
13,8.567387828650014,77.26564970712401,1,3,0,0.9791522224280984,93,23,198.21755123249815,8.311876753129077,high,5,4,0,0
176,60.36147621184783,31.246595913538023,0,0,0,-0.7814736224415133,28,46,251.3769818869556,23.195480238855247,medium,6,4,0,0
176,76.1008085232942,95.37055178754484,0,2,0,0.9954349587343638,19,23,286.01136951166745,18.531052594849506,high,6,4,0,0
95,18.24923855695157,20.996498078658263,2,0,0,0.5647806268134108,2,39,272.72682649063324,21.536330280697563,high,6,4,0,0
54,77.8792493518617,26.052238212547064,1,3,0,0.7383721624507811,10,49,479.255561640764,17.964474166683356,low,6,4,0,0
200,37.78574147628989,78.31278088723474,1,3,0,-0.9969335526934228,77,16,188.2804296161154,13.037593575621562,medium,6,4,0,0
236,66.90866594654275,15.460302206921815,1,3,0,0.4806257421431781,63,18,110.06733809347968,17.581242690833946,high,6,4,0,0
147,11.623676967032296,93.09049154429523,2,0,0,-0.4192680737538918,89,29,228.28406462416896,6.338511739845085,high,6,4,0,0
155,21.143661842276124,97.5150923158531,2,3,0,0.6877609843965422,95,4,495.18065172422735,24.291517475980488,high,6,4,0,0
81,68.87961408691379,44.07587049607932,1,0,1,0.0461074671160117,67,2,282.7010618406011,8.244836427965737,high,6,4,0,0
255,24.749644051236466,66.79166610157546,0,3,0,0.1443967508205212,60,12,120.67574823359716,12.00284103848442,high,6,4,0,0
56,47.60108465146755,90.00809423653786,1,3,0,0.2059821951016509,3,43,444.9607587328903,29.642294253699063,high,6,4,0,0
99,42.31579683056478,69.41972209214416,0,1,0,0.0792598902000241,60,16,258.9778936936625,12.524778448208602,medium,6,4,0,0
204,72.28233218705788,13.803503943372704,0,1,0,0.7362509224118237,49,6,191.25228028249265,27.166896999793035,high,7,4,0,1
276,44.72670945542277,75.0917986349789,2,3,0,-0.2987596782652575,83,48,395.9984008939237,5.075853821674684,high,7,4,0,1
12,33.48544461921523,92.08795275754947,0,2,0,0.4528701861430082,58,17,132.55482489075217,5.083560703150997,high,7,4,0,1
258,46.10589016548361,46.184200746738,0,3,0,-0.0738146711498055,31,26,343.1549681255213,18.987468912198096,high,7,4,0,1
50,76.49639096987447,51.086794345997525,2,2,1,-0.3941163102241947,64,14,488.19283857759655,6.174603273017594,high,7,4,0,1
243,18.77766727045603,36.33253143866247,1,0,0,-0.1786643736468465,17,20,436.57967010993474,20.548946492552453,high,7,4,0,1
146,7.564113951555127,20.99944089650604,2,3,1,0.5534776920632181,98,15,473.5170839057554,29.97309109646085,high,7,4,0,1
238,18.507264706515365,11.60467710480589,2,1,0,0.7445034512281705,9,38,454.49864557048346,11.594265688362348,high,7,4,0,1
182,12.364228885211125,23.06227864544215,0,3,0,0.4478572954032975,10,31,490.5286658880573,20.54937201248468,high,7,4,0,1
89,10.7753704319958,36.47811109770807,2,2,0,-0.9213470034276974,19,42,136.49437997781274,19.16345516470161,high,7,4,0,1
113,28.5149956513012,71.2132812317127,1,2,1,-0.6382984163513834,25,31,305.10991427282136,16.679060969242588,high,7,4,0,1
225,6.801842179656013,83.08514437541739,1,3,0,-0.0581050466197259,72,27,172.04289848799442,9.31001482491007,high,7,4,0,1
69,32.70315419384916,22.79518358940257,2,1,0,-0.921302194538703,68,4,244.2301415151796,23.55252180997613,medium,8,4,0,1
258,19.91420658114672,56.73383144888479,2,3,0,-0.9778148627003548,23,4,57.32850331576091,14.234916887005657,high,8,4,0,1
163,15.4537385704169,78.79140305352313,1,3,0,0.0725452072563312,88,48,361.2870184472336,23.54235920037328,high,8,4,0,1
32,39.48048269952872,94.7018410364765,1,3,0,-0.8734534877854891,79,37,281.64529966018586,25.259796431622146,high,8,4,0,1
248,39.37149026561634,16.44037795887595,0,2,0,0.9980404341550222,44,22,136.89995820044393,11.666233564927309,high,8,4,0,1
187,53.52341624025693,91.56789853687586,2,2,0,0.1565604420240556,44,42,449.0452657537846,27.226808523096093,high,8,4,0,1
230,56.564507665474615,36.35492680974481,1,1,0,-0.9488712936783504,64,11,72.95203428493598,14.433362811129896,high,8,4,0,1
254,14.562958348882184,71.88242576194519,2,3,0,-0.9518469371122004,28,47,264.5449408810361,9.354182902638678,high,8,4,0,1
176,43.39658174229107,78.61973699948632,1,3,0,-0.3830014087038345,36,1,91.98672043399938,5.3534286733399865,medium,8,4,0,1
167,47.28470135990441,90.51235321751098,2,0,0,0.1457631368988483,5,38,59.59089952241013,18.416022983640183,high,8,4,0,1
267,29.513286334499195,49.86942102738581,2,3,0,-0.2376503022557694,57,19,326.23251589848513,15.850933613493144,high,8,4,0,1
206,18.85661946950744,75.24380759018949,0,1,1,-0.4095322937407639,11,46,340.87696930086344,26.528375578415744,high,8,4,0,1
43,8.35483649210628,80.9586846464575,2,1,0,0.6536836631560841,46,48,448.9402347767771,27.66146422272976,high,9,4,0,1
202,12.857793827652667,71.25413962072773,1,2,0,0.6518590509074857,77,33,470.67899373563546,20.60845070415659,high,9,4,0,1
66,79.02215440527998,35.22987207569021,0,2,0,-0.9646896258951554,11,44,165.5376467481222,28.27255387430153,low,9,4,0,1
166,48.64734003049677,44.74205489598403,0,1,0,-0.7322723062801744,93,13,168.4956255585839,11.652099600599437,medium,9,4,0,1
253,6.997656426615949,51.36569731886526,0,2,0,-0.5920781013662497,88,5,161.8192105027798,5.602626892731328,high,9,4,0,1
274,29.906190798036256,90.26598984977508,1,2,0,0.964929706738531,95,34,163.62144023316898,14.09423151615445,high,9,4,0,1
44,44.51791608738469,86.32980533599455,2,2,0,-0.3914840138728623,3,25,346.72346201648566,24.446176867202887,high,9,4,0,1
55,36.05004148529005,22.953003272860336,1,2,0,-0.905669973528986,32,11,442.98143065464905,7.423687586223878,medium,9,4,0,1
257,71.51826609249326,28.941243880434552,2,2,0,0.0903078696231285,58,17,201.8075206849748,6.981107999028309,high,9,4,0,1
22,45.31782146472661,73.24397387333073,1,3,1,0.7795842893040152,90,17,193.3218336317656,16.8423837905205,high,9,4,0,1
293,45.45171078554882,65.2485032899281,0,1,0,-0.0309126237127943,66,49,456.77425091503625,20.504541255755488,high,9,4,0,1
15,67.3111596766847,13.203849299098769,0,2,0,-0.0754718370715723,46,36,449.0855005361736,10.102072260377687,low,9,4,0,1
278,28.518028431677216,28.7186765842534,0,1,0,0.0251969905015305,41,39,370.5954681441099,10.955541774457204,high,10,4,0,0
75,31.67768583198824,92.50525311080406,2,3,0,-0.6701307548693738,97,31,377.5833491193738,29.62572100223457,high,10,4,0,0
292,59.45207757991675,51.56113099424922,0,1,0,0.2647629185325575,59,34,298.3388109699609,15.722933725501068,high,10,4,0,0
215,39.24161422965986,29.919030649414776,1,0,0,-0.4981995015297529,58,13,161.8919383719953,17.58753149414698,high,10,4,0,0
253,59.74660145760081,90.5367424606657,2,3,0,0.4553594989536689,99,45,354.6621929362638,19.19419419306577,high,10,4,0,0
33,35.19627397009948,34.06793592984471,0,1,0,-0.9732940267532996,58,44,80.02292183884624,8.117405298793152,medium,10,4,0,0
297,78.01290238592881,83.26241439501688,2,0,0,-0.6235858112695496,28,9,246.93310823065676,29.802123951306505,high,10,4,0,0
63,60.2709600040544,54.37350861164193,1,0,0,-0.6389278811114685,94,15,101.56522345300225,14.892420207006314,medium,10,4,0,0
270,77.95779564182008,58.62122881471962,0,0,0,-0.9073586810572636,96,1,441.5977093237071,22.938444521973626,high,10,4,0,0
95,10.43845427438752,64.70547307334033,0,2,0,0.4359121924964018,39,31,243.5228649612408,21.762000347264227,high,10,4,0,0
67,7.826150732085058,46.389211598274464,2,3,0,-0.3149576232105711,50,44,388.68491659237634,20.75946340593159,high,10,4,0,0
141,33.17366066975626,93.78414582919474,0,2,0,-0.78415030843626,17,41,171.24372485395975,5.626575578119187,high,10,4,0,0
50,8.577491030635171,22.39656928102928,1,2,0,-0.7282485866636483,3,47,482.65207014613793,20.643691470402157,high,11,4,0,0
157,45.98121970862078,19.43475920469345,1,1,0,0.3395850590160285,13,5,453.5271766098442,28.295879010053973,medium,11,4,0,0
264,50.588270635152575,80.20344600879679,0,3,0,-0.0765301910136553,39,26,242.38766712923737,7.34750929714953,high,11,4,0,0
34,71.80748883612716,98.92023463504296,2,2,0,-0.2362710521735946,6,48,260.4893090391392,18.690658402171955,high,11,4,0,0
17,62.8997728640144,91.61402482189207,1,0,0,0.8237583374788644,12,44,78.5985281070306,26.15302166982542,high,11,4,0,0
182,6.367202104047569,75.29948693048054,0,1,0,0.0980382728120408,84,22,209.82297811042423,11.124231293583035,high,11,4,0,0
95,63.46348013435261,86.91552717071048,1,0,0,-0.2899601678860473,72,11,168.68370605723408,25.42066232298104,high,11,4,0,0
83,22.0821080946198,61.51271147909284,2,0,0,-0.7503497117708673,91,40,498.4798069531995,14.214525525280246,medium,11,4,0,0
118,26.41595955295364,87.91615527225075,2,0,0,-0.4433846229166136,67,0,466.7478901906689,6.396846168064005,high,11,4,0,0
144,20.95659227290061,22.140203400314785,2,2,0,-0.5133757446121987,87,17,390.39107654053527,25.496605230664024,medium,11,4,0,0
246,23.076437391773748,39.832625086605546,0,2,0,-0.4176542704091965,37,29,72.33500736994145,17.910571901482356,high,11,4,0,0
242,61.86963711072561,82.37527920587178,2,2,0,-0.8425448665368165,18,23,289.1034685063099,26.532350133939403,high,11,4,0,0
222,70.61329035096894,67.36210966433154,2,3,0,-0.0606193820770677,46,37,324.98046098128526,12.43369297999652,high,12,4,0,0
26,66.98761413997167,19.539172723060226,2,2,0,-0.438173203244395,37,8,360.3679747717285,9.121759473801529,low,12,4,0,0
162,51.233049697077234,25.63114296428909,0,1,0,-0.7379407524774655,86,0,118.1865134927086,25.62771597134322,medium,12,4,0,0
136,66.50782863289058,78.9760024376244,2,0,0,0.5091917829795454,21,23,353.8032332640824,25.42855864484358,medium,12,4,0,0
178,60.42403392767754,84.94558998783658,2,2,0,-0.3448545351455077,57,8,259.5630790785306,10.35052043191608,high,12,4,0,0
235,51.23787256432476,51.44183771456356,1,3,0,0.352224019426433,88,29,119.6656026153192,22.67942668673566,high,12,4,0,0
82,8.391078760612572,95.64158686981968,0,1,0,-0.8738877946745067,97,15,145.10365948244603,23.893313876337466,high,12,4,0,0
148,32.88128577237697,25.805134561411688,0,0,0,-0.6455596431827109,78,6,348.14665490410374,23.823548612656964,medium,12,4,0,0
94,45.355706388631305,22.0163406993575,0,3,0,0.2419767544126081,15,6,145.9710142018845,23.37965678868274,low,12,4,0,0
31,46.90658566050148,15.854779656766327,2,3,0,0.8803787043999494,55,28,217.29272480372288,13.341852004026515,low,12,4,0,0
57,70.1666836902009,67.02550793200521,2,1,0,0.7419940453308838,77,35,127.0641141813194,19.857290406288897,medium,12,4,0,0
10,22.39622337349493,28.158568973691622,1,2,0,0.6811900963324007,69,23,338.3818875771388,28.70076279780245,medium,12,4,0,0
117,13.860426109400112,56.22125280494099,1,2,0,0.9410240711263752,33,22,177.9675324071651,17.577652550784144,high,13,4,0,0
35,65.84564853553968,23.241878760657382,0,3,0,0.9495562261002148,24,16,270.6118114317041,26.127516986362476,low,13,4,0,0
204,21.9200093178488,97.4613910714479,1,0,0,-0.3694222272428069,45,19,212.74462366942103,10.61022552597317,high,13,4,0,0
77,61.48314556874728,32.247833030944925,1,0,0,-0.3630225202922943,87,9,142.28865850482333,17.413989994519007,low,13,4,0,0
92,41.95808693885725,55.15870682912576,2,0,0,0.1409734880916335,81,49,391.0062188862904,26.840320115555308,medium,13,4,0,0
184,79.70651391031504,80.27996193835567,0,3,0,-0.42985057993783,3,7,59.91269977802846,10.753975765701512,high,13,4,0,0
85,57.6562929900748,85.31252671937168,0,3,0,0.4464138849543204,18,12,447.6608889367798,13.730718226925644,high,13,4,0,0
108,36.61516025594659,12.846673324522587,0,2,0,-0.4279984133632708,29,35,489.5624296733032,9.352121446246532,medium,13,4,0,0
205,47.23930641925332,55.97211962002024,0,1,0,-0.0783409768082568,58,14,296.14621808194704,11.706120504686622,high,13,4,0,0
142,20.098107844593383,87.88753572675188,1,1,0,0.8071790472144444,90,12,408.07627184672856,22.9239503392258,high,13,4,0,0
41,40.17684503081773,60.16763326032515,2,1,1,-0.8381569713353965,14,31,430.233225801762,9.127149111000971,high,13,4,0,0
232,63.62026528920477,12.97631722418732,1,3,0,-0.1614094366503011,57,8,495.43335688561154,16.88354957693071,high,13,4,0,0
91,64.04893291199755,45.86504275367251,0,1,0,0.3271622515701584,55,31,411.51038253852914,23.42660880385557,low,14,4,0,0
244,26.816419125377333,78.8658423907391,2,1,0,-0.3579842315708896,80,7,305.7731246142942,5.540099984766052,high,14,4,0,0
80,53.01306142404585,14.957970282353305,1,2,0,-0.482779290194268,87,25,203.2037970052062,14.733688965693387,low,14,4,0,0
195,68.06853826483672,75.07709229585133,2,1,0,-0.5844138737885509,75,7,387.5648090888199,12.12981558533009,medium,14,4,0,0
66,21.97006630504232,50.438636843077646,0,1,0,-0.875435150553378,14,41,246.98470679725557,25.140382233489994,medium,14,4,0,0
228,32.618763075795826,32.50386147727101,0,0,0,-0.4726125908931911,40,32,84.03785161082561,11.11145210077923,high,14,4,0,0
159,6.363447653535468,53.80978305611634,1,1,0,-0.2023867890215513,22,12,497.74370673675753,15.87943545198674,high,14,4,0,0
136,16.838256514919735,61.3961242904268,2,0,0,-0.485063845178731,95,37,156.0627351171612,5.814310770299651,high,14,4,0,0
53,53.59934560769119,74.13039979530065,2,3,0,-0.0688769851639514,39,42,305.95535520518433,20.43046717707478,medium,14,4,0,0
104,20.3973254691598,75.48181031052104,0,3,0,-0.8667612009412915,55,28,259.684886967285,20.395223481146203,medium,14,4,0,0
34,32.583208380286976,15.948245255629292,2,0,0,0.8437907558064053,87,30,107.71722658667218,15.602234814252148,medium,14,4,0,0
194,21.56827502467208,83.30526861339179,2,0,0,-0.5670965188958927,54,38,447.12201437744,21.11409354018494,high,14,4,0,0
142,78.89325129467325,49.33975346518704,0,2,1,-0.3175781344125832,50,26,109.25613630362474,13.336730652730855,high,15,4,0,0
95,65.26774176329417,52.25810507274328,1,2,0,0.8217995578819182,13,49,51.27129050564912,29.413558492186095,medium,15,4,0,0
294,31.498881087157567,14.453751117307489,1,1,0,-0.7932088207020958,59,10,52.86960754388097,25.517514975060987,high,15,4,0,0
215,55.063061731591766,29.79492562225426,0,1,0,0.7087915108109879,25,33,208.5812827163479,15.4674201769486,high,15,4,0,0
13,77.59872000261822,33.85298580375221,2,0,0,0.0962799316645526,22,25,87.16312705713997,10.211005901597174,low,15,4,0,0
118,76.5690118723237,31.02173610589793,0,2,0,0.0059805697793027,82,29,233.29519071011347,19.78579328558923,medium,15,4,0,0
110,20.651649334895417,58.64893772058527,0,0,0,0.4915674490999346,9,16,308.6467752278147,5.443057101732805,medium,15,4,0,0
12,64.92015491458636,69.54134577239114,1,3,0,-0.1560469549286276,77,12,306.1669326513962,23.081069474558312,medium,15,4,0,0
63,24.849716439979005,83.05890084740203,1,1,0,0.4729499390144545,82,36,126.56647910756662,6.06002964441192,high,15,4,0,0
199,60.54843006897954,97.3655751891216,0,2,0,-0.552784272042582,95,24,167.61320196667577,6.048896342656453,high,15,4,0,0
37,47.74685896267818,22.957019620667083,2,2,0,-0.3694488841570191,61,35,140.91294943262994,26.005500475350463,low,15,4,0,0
104,28.135767277979262,45.91061291206135,0,3,0,-0.842040085014329,96,40,296.8007615832074,5.090273503010644,medium,15,4,0,0
116,7.47828487461223,71.2433323940894,0,0,0,-0.1290169391573532,94,19,205.3198019262362,14.281230584865666,high,16,4,0,0
249,30.59631934285573,20.56855418987161,2,2,0,0.9212414896784537,46,33,462.8447590857815,6.2452106241432,high,16,4,0,0
269,31.83355520943492,36.3372479097319,0,1,0,-0.1425859053914542,16,41,497.2373948456848,14.641958707818745,high,16,4,0,0
250,77.13550006767571,99.0171310512946,0,1,0,0.8988895005438657,76,12,464.2713430161271,22.36503764906665,high,16,4,0,0
15,61.36530197385905,72.05701124408911,0,0,0,0.7944481352127026,72,27,251.6910816384839,27.99140487731364,medium,16,4,0,0
192,73.93974325093795,12.633882771323131,2,3,0,0.1554644733430445,2,34,177.30010951772562,25.70477763440758,medium,16,4,0,0
50,20.475197471930585,16.11175208607943,2,1,0,0.4695276050016477,14,24,75.42746574298219,20.33625463023105,medium,16,4,0,0
124,58.79297410906148,65.30816588186156,2,3,1,-0.6135839971335739,41,46,269.4558592577412,7.383852174419729,high,16,4,0,0
270,70.97091127618131,22.741598021827205,2,3,0,0.5645599286414928,81,43,149.42714899665606,11.75636592619708,high,16,4,0,0
211,66.15027592137753,87.83975967706691,0,2,0,0.3371950560036636,29,39,314.6626161813759,15.405645829520896,high,16,4,0,0
107,13.897333263037766,75.36792108872922,0,1,0,0.8333866328310833,5,48,249.6372101844545,12.348801383676992,high,16,4,0,0
200,54.69261097906136,12.380777303994664,0,2,0,0.9510014088812042,11,28,363.16781301064566,12.079665384458275,medium,16,4,0,0
181,28.880403086189943,95.77905930157084,1,0,0,0.3664980307971126,30,4,155.70166986092988,14.415910119496012,high,17,4,0,1
218,10.501695127830846,58.84161040568593,0,3,0,0.1819389142971357,81,38,177.2195033425984,27.75790731483325,high,17,4,0,1
200,14.596931157884972,89.19579095603365,2,2,0,-0.5299235836669263,65,19,91.11583031979907,25.28874336758632,high,17,4,0,1
141,16.074459725404576,36.18461682298337,0,1,0,0.8439922311060848,24,0,411.0880286601034,9.573890840352895,high,17,4,0,1
280,30.10214206361304,54.79801298883884,1,3,1,0.5266610624676151,12,25,373.2570952338648,28.476102362161388,high,17,4,0,1
139,35.71376243698894,37.18963227252017,2,1,0,-0.0452562771386051,71,29,424.0251602880928,6.533962527205757,medium,17,4,0,1
148,66.57881132438308,60.63315081092194,0,3,0,-0.7503975023769824,82,20,86.02628014083983,14.424671219170564,medium,17,4,0,1
59,56.77686834681478,71.98587522401539,1,3,0,-0.2088585363529718,18,33,392.03101646849217,7.499495424335352,medium,17,4,0,1
198,71.47606611424587,54.51005432416676,2,1,0,-0.905569950055036,96,39,362.39229546034784,22.19071120181724,medium,17,4,0,1
60,39.37396262929671,35.03126704909901,2,2,0,-0.574255179996743,90,1,205.72980163766945,23.716327606481407,medium,17,4,0,1
293,41.92314979469055,55.96665151217265,1,0,0,-0.3698055328289964,7,27,409.07027403540513,22.998347864487528,high,17,4,0,1
