DateTime,Latitude,Longitude,Vehicle_Count,Speed,Congestion_Level,Weather,Road_Name,Traffic_Signal,Accident,Hour,Day,Month,Year,DayOfWeek,Weekday,IsWeekend,PeakHour,Minute,TimeSlot,Alternative_Route,Estimated_Delay
2026-08-01 10:35:00,17.41320633157727,78.44856674572308,250,41,Moderate,3,1,0,0,10,1,8,2026,2,5,1,1,35,Morning,No Alternate Route,5
2026-08-01 10:40:00,17.38644599105886,78.48687827260318,301,40,High,1,0,1,0,10,1,8,2026,2,5,1,1,40,Morning,No Alternate Route,15
2026-08-01 10:45:00,17.49520184887365,78.39065898665048,264,46,Moderate,3,3,2,0,10,1,8,2026,2,5,1,1,45,Morning,No Alternate Route,5
2026-08-01 10:50:00,17.45032359043299,78.3811394304746,226,58,Moderate,1,2,1,0,10,1,8,2026,2,5,1,1,50,Morning,No Alternate Route,5
2026-08-01 10:55:00,17.45216217051104,78.38080356173279,247,58,Moderate,1,2,2,0,10,1,8,2026,2,5,1,1,55,Morning,No Alternate Route,5
2026-08-01 11:00:00,17.41367614914014,78.4494388660392,325,26,High,1,1,0,0,11,1,8,2026,2,5,1,2,0,Morning,No Alternate Route,15
2026-08-01 11:05:00,17.38303207505338,78.48610667732041,311,34,High,0,0,0,0,11,1,8,2026,2,5,1,2,5,Morning,No Alternate Route,15
2026-08-01 11:10:00,17.44986609727183,78.38157933177668,228,42,Moderate,0,2,2,0,11,1,8,2026,2,5,1,2,10,Morning,No Alternate Route,5
2026-08-01 11:15:00,17.44904862139697,78.38320244573922,311,23,High,1,2,2,0,11,1,8,2026,2,5,1,2,15,Morning,No Alternate Route,15
2026-08-01 11:20:00,17.45178550845158,78.38084881770067,248,51,Moderate,1,2,2,0,11,1,8,2026,2,5,1,2,20,Morning,No Alternate Route,5
2026-08-01 11:25:00,17.49486979554556,78.38982562169659,244,55,Moderate,1,3,1,0,11,1,8,2026,2,5,1,2,25,Morning,No Alternate Route,5
2026-08-01 11:30:00,17.38356085515524,78.4884979865309,219,43,Moderate,2,0,0,0,11,1,8,2026,2,5,1,2,30,Morning,No Alternate Route,5
2026-08-01 11:35:00,17.49632137458707,78.39080132536569,217,44,Moderate,2,3,2,0,11,1,8,2026,2,5,1,2,35,Morning,No Alternate Route,5
2026-08-01 11:40:00,17.41071932443131,78.44808031103042,271,46,Moderate,2,1,1,0,11,1,8,2026,2,5,1,2,40,Morning,No Alternate Route,5
2026-08-01 11:45:00,17.42330575958731,78.47497275051013,272,53,Moderate,3,4,1,0,11,1,8,2026,2,5,1,2,45,Morning,No Alternate Route,5
2026-08-01 11:50:00,17.41348213241983,78.44937706887886,236,43,Moderate,3,1,1,0,11,1,8,2026,2,5,1,2,50,Morning,No Alternate Route,5
2026-08-01 11:55:00,17.49464884234606,78.39160598533181,300,56,Moderate,0,3,1,0,11,1,8,2026,2,5,1,2,55,Morning,No Alternate Route,5
2026-08-01 12:00:00,17.41189887359348,78.44962997117335,208,49,Moderate,2,1,2,0,12,1,8,2026,2,5,1,2,0,Afternoon,No Alternate Route,5
2026-08-01 12:05:00,17.49671168715212,78.39241664957368,340,39,High,2,3,2,0,12,1,8,2026,2,5,1,2,5,Afternoon,No Alternate Route,15
2026-08-01 12:10:00,17.41187272593223,78.44675629272665,226,40,Moderate,2,1,1,0,12,1,8,2026,2,5,1,2,10,Afternoon,No Alternate Route,5
2026-08-01 12:15:00,17.41336107976528,78.44960667919882,192,47,Moderate,0,1,1,0,12,1,8,2026,2,5,1,2,15,Afternoon,No Alternate Route,5
2026-08-01 12:20:00,17.42492985624855,78.47557870930767,322,30,High,1,4,2,0,12,1,8,2026,2,5,1,2,20,Afternoon,No Alternate Route,15
2026-08-01 12:25:00,17.49401351125053,78.39043176622113,221,48,Moderate,1,3,0,0,12,1,8,2026,2,5,1,2,25,Afternoon,No Alternate Route,5
2026-08-01 12:30:00,17.41179629033705,78.4467185981307,208,40,Moderate,3,1,1,0,12,1,8,2026,2,5,1,2,30,Afternoon,No Alternate Route,5
2026-08-01 12:35:00,17.41250008200869,78.4474080379874,279,51,Moderate,0,1,0,0,12,1,8,2026,2,5,1,2,35,Afternoon,No Alternate Route,5
2026-08-01 12:40:00,17.49441083337341,78.39298216205488,310,36,High,1,3,1,0,12,1,8,2026,2,5,1,2,40,Afternoon,No Alternate Route,15
2026-08-01 12:45:00,17.41441594218261,78.4491694585356,295,48,Moderate,1,1,2,0,12,1,8,2026,2,5,1,2,45,Afternoon,No Alternate Route,5
2026-08-01 12:50:00,17.4499851381206,78.38380168479172,280,41,Moderate,2,2,1,0,12,1,8,2026,2,5,1,2,50,Afternoon,No Alternate Route,5
2026-08-01 12:55:00,17.45021105133874,78.38210116943041,243,50,Moderate,1,2,2,0,12,1,8,2026,2,5,1,2,55,Afternoon,No Alternate Route,5
2026-08-01 13:00:00,17.49361694789833,78.39262397557789,180,59,Moderate,3,3,0,0,13,1,8,2026,2,5,1,2,0,Afternoon,No Alternate Route,5
2026-08-01 13:05:00,17.45095261426604,78.38291434865741,348,25,High,2,2,0,0,13,1,8,2026,2,5,1,2,5,Afternoon,No Alternate Route,15
2026-08-01 13:10:00,17.49325232409293,78.39156862690685,187,49,Moderate,2,3,0,0,13,1,8,2026,2,5,1,2,10,Afternoon,No Alternate Route,5
2026-08-01 13:15:00,17.49315283760038,78.39181893902916,219,45,Moderate,1,3,2,0,13,1,8,2026,2,5,1,2,15,Afternoon,No Alternate Route,5
2026-08-01 13:20:00,17.41396926331215,78.44895014706492,209,46,Moderate,0,1,0,0,13,1,8,2026,2,5,1,2,20,Afternoon,No Alternate Route,5
2026-08-01 13:25:00,17.38414783212751,78.48834847246688,209,40,Moderate,2,0,0,0,13,1,8,2026,2,5,1,2,25,Afternoon,No Alternate Route,5
2026-08-01 13:30:00,17.45060305045937,78.38092557528061,183,53,Moderate,3,2,2,0,13,1,8,2026,2,5,1,2,30,Afternoon,No Alternate Route,5
2026-08-01 13:35:00,17.49599900011875,78.39234673244569,299,52,Moderate,2,3,2,0,13,1,8,2026,2,5,1,2,35,Afternoon,No Alternate Route,5
2026-08-01 13:40:00,17.38351887153782,78.48843425623653,250,46,Moderate,1,0,2,0,13,1,8,2026,2,5,1,2,40,Afternoon,No Alternate Route,5
2026-08-01 13:45:00,17.41321859862156,78.4480195309682,321,29,High,3,1,2,0,13,1,8,2026,2,5,1,2,45,Afternoon,No Alternate Route,15
2026-08-01 13:50:00,17.45239811583151,78.3814320611928,303,35,High,3,2,1,0,13,1,8,2026,2,5,1,2,50,Afternoon,No Alternate Route,15
2026-08-01 13:55:00,17.49613579915727,78.39120154318358,350,30,High,0,3,0,0,13,1,8,2026,2,5,1,2,55,Afternoon,No Alternate Route,15
2026-08-01 14:00:00,17.42539546600507,78.47392549782076,228,57,Moderate,0,4,0,0,14,1,8,2026,2,5,1,2,0,Afternoon,No Alternate Route,5
2026-08-01 14:05:00,17.38564949124621,78.48760554175456,206,47,Moderate,2,0,1,0,14,1,8,2026,2,5,1,2,5,Afternoon,No Alternate Route,5
2026-08-01 14:10:00,17.49566400033551,78.39276550658798,219,58,Moderate,1,3,1,0,14,1,8,2026,2,5,1,2,10,Afternoon,No Alternate Route,5
2026-08-01 14:15:00,17.41123999551792,78.44796553076144,339,38,High,2,1,0,0,14,1,8,2026,2,5,1,2,15,Afternoon,No Alternate Route,15
2026-08-01 14:20:00,17.49282849844169,78.38991757890574,324,40,High,2,3,0,0,14,1,8,2026,2,5,1,2,20,Afternoon,No Alternate Route,15
2026-08-01 14:25:00,17.49627935087659,78.39222064517637,204,46,Moderate,3,3,2,1,14,1,8,2026,2,5,1,2,25,Afternoon,No Alternate Route,5
2026-08-01 14:30:00,17.38399139047019,78.48531899029894,205,56,Moderate,3,0,2,0,14,1,8,2026,2,5,1,2,30,Afternoon,No Alternate Route,5
2026-08-01 14:35:00,17.38575148187183,78.48852210112958,222,47,Moderate,1,0,2,0,14,1,8,2026,2,5,1,2,35,Afternoon,No Alternate Route,5
2026-08-01 14:40:00,17.41082177773855,78.44843393680428,209,47,Moderate,1,1,0,0,14,1,8,2026,2,5,1,2,40,Afternoon,No Alternate Route,5
